distance to pixel,"first pad(Gtype,GIndex,GSection,Label)","second pad(Gtype,GIndex,GSection,Label)"
10600.000000000004,"['RowPad', 5, 'A', 'T09+']","['RowPad', 5, 'A', 'T07-']"
15900.000000000004,"['RowPad', 5, 'A', 'T07-']","['RowPad', 5, 'A', 'B10+']"
10600.000000000004,"['RowPad', 5, 'A', 'B10+']","['RowPad', 5, 'A', 'B08-']"
10600.000000000004,"['RowPad', 5, 'A', 'B08-']","['RowPad', 5, 'A', 'T10+']"
10600.000000000004,"['RowPad', 5, 'A', 'T10+']","['RowPad', 5, 'A', 'T08-']"
15900.000000000004,"['RowPad', 5, 'A', 'T08-']","['RowPad', 5, 'A', 'B11+']"
10600.0,"['RowPad', 5, 'A', 'B11+']","['RowPad', 5, 'A', 'B09-']"
10600.0,"['RowPad', 5, 'A', 'B09-']","['RowPad', 5, 'A', 'T11+']"
10600.0,"['RowPad', 5, 'A', 'T11+']","['RowPad', 5, 'A', 'T09-']"
5300.0,"['RowPad', 5, 'A', 'T09-']","['RowPad', 5, 'A', 'B10-']"
0.0,"['RowPad', 5, 'A', 'B10-']","['RowPad', 5, 'A', 'T10-']"
5300.0,"['RowPad', 5, 'A', 'T10-']","['RowPad', 5, 'A', 'B11-']"
0.0,"['RowPad', 5, 'A', 'B11-']","['RowPad', 5, 'A', 'T11-']"
61122.58177878471,"['RowPad', 5, 'A', 'T11-']","['RowPad', 6, 'A', 'X00+']"
0.0,"['RowPad', 6, 'A', 'X00+']","['RowPad', 6, 'A', 'B00+']"
0.0,"['RowPad', 6, 'A', 'B00+']","['RowPad', 6, 'A', 'T00+']"
5300.0,"['RowPad', 6, 'A', 'T00+']","['RowPad', 6, 'A', 'B01+']"
0.0,"['RowPad', 6, 'A', 'B01+']","['RowPad', 6, 'A', 'T01+']"
5300.0,"['RowPad', 6, 'A', 'T01+']","['RowPad', 6, 'A', 'X00-']"
10600.0,"['RowPad', 6, 'A', 'X00-']","['RowPad', 6, 'A', 'B02+']"
10600.0,"['RowPad', 6, 'A', 'B02+']","['RowPad', 6, 'A', 'B00-']"
10600.0,"['RowPad', 6, 'A', 'B00-']","['RowPad', 6, 'A', 'T02+']"
10600.0,"['RowPad', 6, 'A', 'T02+']","['RowPad', 6, 'A', 'T00-']"
15900.0,"['RowPad', 6, 'A', 'T00-']","['RowPad', 6, 'A', 'B03+']"
10600.0,"['RowPad', 6, 'A', 'B03+']","['RowPad', 6, 'A', 'B01-']"
10600.0,"['RowPad', 6, 'A', 'B01-']","['RowPad', 6, 'A', 'T03+']"
10600.0,"['RowPad', 6, 'A', 'T03+']","['RowPad', 6, 'A', 'T01-']"
15900.0,"['RowPad', 6, 'A', 'T01-']","['RowPad', 6, 'A', 'B04+']"
10600.0,"['RowPad', 6, 'A', 'B04+']","['RowPad', 6, 'A', 'B02-']"
10600.0,"['RowPad', 6, 'A', 'B02-']","['RowPad', 6, 'A', 'T04+']"
10600.0,"['RowPad', 6, 'A', 'T04+']","['RowPad', 6, 'A', 'T02-']"
15900.0,"['RowPad', 6, 'A', 'T02-']","['RowPad', 6, 'A', 'B05+']"
10600.0,"['RowPad', 6, 'A', 'B05+']","['RowPad', 6, 'A', 'B03-']"
10600.0,"['RowPad', 6, 'A', 'B03-']","['RowPad', 6, 'A', 'T05+']"
10600.0,"['RowPad', 6, 'A', 'T05+']","['RowPad', 6, 'A', 'T03-']"
15900.0,"['RowPad', 6, 'A', 'T03-']","['RowPad', 6, 'A', 'B06+']"
10600.0,"['RowPad', 6, 'A', 'B06+']","['RowPad', 6, 'A', 'B04-']"
10600.0,"['RowPad', 6, 'A', 'B04-']","['RowPad', 6, 'A', 'T06+']"
10600.0,"['RowPad', 6, 'A', 'T06+']","['RowPad', 6, 'A', 'T04-']"
15900.0,"['RowPad', 6, 'A', 'T04-']","['RowPad', 6, 'A', 'B07+']"
10600.0,"['RowPad', 6, 'A', 'B07+']","['RowPad', 6, 'A', 'B05-']"
10600.0,"['RowPad', 6, 'A', 'B05-']","['RowPad', 6, 'A', 'T07+']"
10600.0,"['RowPad', 6, 'A', 'T07+']","['RowPad', 6, 'A', 'T05-']"
15900.0,"['RowPad', 6, 'A', 'T05-']","['RowPad', 6, 'A', 'B08+']"
10600.0,"['RowPad', 6, 'A', 'B08+']","['RowPad', 6, 'A', 'B06-']"
10600.0,"['RowPad', 6, 'A', 'B06-']","['RowPad', 6, 'A', 'T08+']"
10600.0,"['RowPad', 6, 'A', 'T08+']","['RowPad', 6, 'A', 'T06-']"
15900.000000000004,"['RowPad', 6, 'A', 'T06-']","['RowPad', 6, 'A', 'B09+']"
10600.000000000004,"['RowPad', 6, 'A', 'B09+']","['RowPad', 6, 'A', 'B07-']"
10600.000000000004,"['RowPad', 6, 'A', 'B07-']","['RowPad', 6, 'A', 'T09+']"
10600.000000000004,"['RowPad', 6, 'A', 'T09+']","['RowPad', 6, 'A', 'T07-']"
15900.000000000004,"['RowPad', 6, 'A', 'T07-']","['RowPad', 6, 'A', 'B10+']"
10600.000000000004,"['RowPad', 6, 'A', 'B10+']","['RowPad', 6, 'A', 'B08-']"
10600.000000000004,"['RowPad', 6, 'A', 'B08-']","['RowPad', 6, 'A', 'T10+']"
10600.000000000004,"['RowPad', 6, 'A', 'T10+']","['RowPad', 6, 'A', 'T08-']"
15900.000000000004,"['RowPad', 6, 'A', 'T08-']","['RowPad', 6, 'A', 'B11+']"
10600.0,"['RowPad', 6, 'A', 'B11+']","['RowPad', 6, 'A', 'B09-']"
10600.0,"['RowPad', 6, 'A', 'B09-']","['RowPad', 6, 'A', 'T11+']"
10600.0,"['RowPad', 6, 'A', 'T11+']","['RowPad', 6, 'A', 'T09-']"
5300.0,"['RowPad', 6, 'A', 'T09-']","['RowPad', 6, 'A', 'B10-']"
0.0,"['RowPad', 6, 'A', 'B10-']","['RowPad', 6, 'A', 'T10-']"
5300.0,"['RowPad', 6, 'A', 'T10-']","['RowPad', 6, 'A', 'B11-']"
0.0,"['RowPad', 6, 'A', 'B11-']","['RowPad', 6, 'A', 'T11-']"
61122.58170369079,"['RowPad', 6, 'A', 'T11-']","['RowPad', 7, 'A', 'X00+']"
0.0,"['RowPad', 7, 'A', 'X00+']","['RowPad', 7, 'A', 'B00+']"
0.0,"['RowPad', 7, 'A', 'B00+']","['RowPad', 7, 'A', 'T00+']"
5300.0,"['RowPad', 7, 'A', 'T00+']","['RowPad', 7, 'A', 'B01+']"
0.0,"['RowPad', 7, 'A', 'B01+']","['RowPad', 7, 'A', 'T01+']"
5300.0,"['RowPad', 7, 'A', 'T01+']","['RowPad', 7, 'A', 'X00-']"
10600.0,"['RowPad', 7, 'A', 'X00-']","['RowPad', 7, 'A', 'B02+']"
10600.0,"['RowPad', 7, 'A', 'B02+']","['RowPad', 7, 'A', 'B00-']"
10600.0,"['RowPad', 7, 'A', 'B00-']","['RowPad', 7, 'A', 'T02+']"
10600.0,"['RowPad', 7, 'A', 'T02+']","['RowPad', 7, 'A', 'T00-']"
15900.0,"['RowPad', 7, 'A', 'T00-']","['RowPad', 7, 'A', 'B03+']"
10600.0,"['RowPad', 7, 'A', 'B03+']","['RowPad', 7, 'A', 'B01-']"
10600.0,"['RowPad', 7, 'A', 'B01-']","['RowPad', 7, 'A', 'T03+']"
10600.0,"['RowPad', 7, 'A', 'T03+']","['RowPad', 7, 'A', 'T01-']"
15900.0,"['RowPad', 7, 'A', 'T01-']","['RowPad', 7, 'A', 'B04+']"
10600.0,"['RowPad', 7, 'A', 'B04+']","['RowPad', 7, 'A', 'B02-']"
10600.0,"['RowPad', 7, 'A', 'B02-']","['RowPad', 7, 'A', 'T04+']"
10600.0,"['RowPad', 7, 'A', 'T04+']","['RowPad', 7, 'A', 'T02-']"
15900.0,"['RowPad', 7, 'A', 'T02-']","['RowPad', 7, 'A', 'B05+']"
10600.0,"['RowPad', 7, 'A', 'B05+']","['RowPad', 7, 'A', 'B03-']"
10600.0,"['RowPad', 7, 'A', 'B03-']","['RowPad', 7, 'A', 'T05+']"
10600.0,"['RowPad', 7, 'A', 'T05+']","['RowPad', 7, 'A', 'T03-']"
15900.0,"['RowPad', 7, 'A', 'T03-']","['RowPad', 7, 'A', 'B06+']"
10600.0,"['RowPad', 7, 'A', 'B06+']","['RowPad', 7, 'A', 'B04-']"
10600.0,"['RowPad', 7, 'A', 'B04-']","['RowPad', 7, 'A', 'T06+']"
10600.0,"['RowPad', 7, 'A', 'T06+']","['RowPad', 7, 'A', 'T04-']"
15900.0,"['RowPad', 7, 'A', 'T04-']","['RowPad', 7, 'A', 'B07+']"
10600.0,"['RowPad', 7, 'A', 'B07+']","['RowPad', 7, 'A', 'B05-']"
10600.0,"['RowPad', 7, 'A', 'B05-']","['RowPad', 7, 'A', 'T07+']"
10600.0,"['RowPad', 7, 'A', 'T07+']","['RowPad', 7, 'A', 'T05-']"
15900.0,"['RowPad', 7, 'A', 'T05-']","['RowPad', 7, 'A', 'B08+']"
10600.0,"['RowPad', 7, 'A', 'B08+']","['RowPad', 7, 'A', 'B06-']"
10600.0,"['RowPad', 7, 'A', 'B06-']","['RowPad', 7, 'A', 'T08+']"
10600.0,"['RowPad', 7, 'A', 'T08+']","['RowPad', 7, 'A', 'T06-']"
15900.0,"['RowPad', 7, 'A', 'T06-']","['RowPad', 7, 'A', 'B09+']"
10600.0,"['RowPad', 7, 'A', 'B09+']","['RowPad', 7, 'A', 'B07-']"
10600.0,"['RowPad', 7, 'A', 'B07-']","['RowPad', 7, 'A', 'T09+']"
10600.0,"['RowPad', 7, 'A', 'T09+']","['RowPad', 7, 'A', 'T07-']"
15900.000000000004,"['RowPad', 7, 'A', 'T07-']","['RowPad', 7, 'A', 'B10+']"
10600.000000000004,"['RowPad', 7, 'A', 'B10+']","['RowPad', 7, 'A', 'B08-']"
10600.000000000004,"['RowPad', 7, 'A', 'B08-']","['RowPad', 7, 'A', 'T10+']"
10600.000000000004,"['RowPad', 7, 'A', 'T10+']","['RowPad', 7, 'A', 'T08-']"
15900.000000000004,"['RowPad', 7, 'A', 'T08-']","['RowPad', 7, 'A', 'B11+']"
10600.000000000004,"['RowPad', 7, 'A', 'B11+']","['RowPad', 7, 'A', 'B09-']"
10600.000000000004,"['RowPad', 7, 'A', 'B09-']","['RowPad', 7, 'A', 'T11+']"
10600.000000000004,"['RowPad', 7, 'A', 'T11+']","['RowPad', 7, 'A', 'T09-']"
5300.000000000004,"['RowPad', 7, 'A', 'T09-']","['RowPad', 7, 'A', 'B10-']"
0.0,"['RowPad', 7, 'A', 'B10-']","['RowPad', 7, 'A', 'T10-']"
5300.0,"['RowPad', 7, 'A', 'T10-']","['RowPad', 7, 'A', 'B11-']"
0.0,"['RowPad', 7, 'A', 'B11-']","['RowPad', 7, 'A', 'T11-']"
61122.58177878471,"['RowPad', 7, 'A', 'T11-']","['RowPad', 8, 'A', 'X00+']"
0.0,"['RowPad', 8, 'A', 'X00+']","['RowPad', 8, 'A', 'B00+']"
0.0,"['RowPad', 8, 'A', 'B00+']","['RowPad', 8, 'A', 'T00+']"
5300.0,"['RowPad', 8, 'A', 'T00+']","['RowPad', 8, 'A', 'B01+']"
0.0,"['RowPad', 8, 'A', 'B01+']","['RowPad', 8, 'A', 'T01+']"
5300.0,"['RowPad', 8, 'A', 'T01+']","['RowPad', 8, 'A', 'X00-']"
10600.0,"['RowPad', 8, 'A', 'X00-']","['RowPad', 8, 'A', 'B02+']"
10600.0,"['RowPad', 8, 'A', 'B02+']","['RowPad', 8, 'A', 'B00-']"
10600.0,"['RowPad', 8, 'A', 'B00-']","['RowPad', 8, 'A', 'T02+']"
10600.0,"['RowPad', 8, 'A', 'T02+']","['RowPad', 8, 'A', 'T00-']"
15900.0,"['RowPad', 8, 'A', 'T00-']","['RowPad', 8, 'A', 'B03+']"
10600.0,"['RowPad', 8, 'A', 'B03+']","['RowPad', 8, 'A', 'B01-']"
10600.0,"['RowPad', 8, 'A', 'B01-']","['RowPad', 8, 'A', 'T03+']"
10600.0,"['RowPad', 8, 'A', 'T03+']","['RowPad', 8, 'A', 'T01-']"
15900.0,"['RowPad', 8, 'A', 'T01-']","['RowPad', 8, 'A', 'B04+']"
10600.0,"['RowPad', 8, 'A', 'B04+']","['RowPad', 8, 'A', 'B02-']"
10600.0,"['RowPad', 8, 'A', 'B02-']","['RowPad', 8, 'A', 'T04+']"
10600.0,"['RowPad', 8, 'A', 'T04+']","['RowPad', 8, 'A', 'T02-']"
15900.0,"['RowPad', 8, 'A', 'T02-']","['RowPad', 8, 'A', 'B05+']"
10600.0,"['RowPad', 8, 'A', 'B05+']","['RowPad', 8, 'A', 'B03-']"
10600.0,"['RowPad', 8, 'A', 'B03-']","['RowPad', 8, 'A', 'T05+']"
10600.0,"['RowPad', 8, 'A', 'T05+']","['RowPad', 8, 'A', 'T03-']"
15900.0,"['RowPad', 8, 'A', 'T03-']","['RowPad', 8, 'A', 'B06+']"
10600.0,"['RowPad', 8, 'A', 'B06+']","['RowPad', 8, 'A', 'B04-']"
10600.0,"['RowPad', 8, 'A', 'B04-']","['RowPad', 8, 'A', 'T06+']"
10600.0,"['RowPad', 8, 'A', 'T06+']","['RowPad', 8, 'A', 'T04-']"
15900.0,"['RowPad', 8, 'A', 'T04-']","['RowPad', 8, 'A', 'B07+']"
10600.0,"['RowPad', 8, 'A', 'B07+']","['RowPad', 8, 'A', 'B05-']"
10600.0,"['RowPad', 8, 'A', 'B05-']","['RowPad', 8, 'A', 'T07+']"
10600.0,"['RowPad', 8, 'A', 'T07+']","['RowPad', 8, 'A', 'T05-']"
15900.0,"['RowPad', 8, 'A', 'T05-']","['RowPad', 8, 'A', 'B08+']"
10600.0,"['RowPad', 8, 'A', 'B08+']","['RowPad', 8, 'A', 'B06-']"
10600.0,"['RowPad', 8, 'A', 'B06-']","['RowPad', 8, 'A', 'T08+']"
10600.0,"['RowPad', 8, 'A', 'T08+']","['RowPad', 8, 'A', 'T06-']"
15900.0,"['RowPad', 8, 'A', 'T06-']","['RowPad', 8, 'A', 'B09+']"
10600.0,"['RowPad', 8, 'A', 'B09+']","['RowPad', 8, 'A', 'B07-']"
10600.0,"['RowPad', 8, 'A', 'B07-']","['RowPad', 8, 'A', 'T09+']"
10600.0,"['RowPad', 8, 'A', 'T09+']","['RowPad', 8, 'A', 'T07-']"
15900.000000000004,"['RowPad', 8, 'A', 'T07-']","['RowPad', 8, 'A', 'B10+']"
10600.000000000004,"['RowPad', 8, 'A', 'B10+']","['RowPad', 8, 'A', 'B08-']"
10600.000000000004,"['RowPad', 8, 'A', 'B08-']","['RowPad', 8, 'A', 'T10+']"
10600.000000000004,"['RowPad', 8, 'A', 'T10+']","['RowPad', 8, 'A', 'T08-']"
15900.000000000004,"['RowPad', 8, 'A', 'T08-']","['RowPad', 8, 'A', 'B11+']"
10600.000000000004,"['RowPad', 8, 'A', 'B11+']","['RowPad', 8, 'A', 'B09-']"
10600.000000000004,"['RowPad', 8, 'A', 'B09-']","['RowPad', 8, 'A', 'T11+']"
10600.000000000004,"['RowPad', 8, 'A', 'T11+']","['RowPad', 8, 'A', 'T09-']"
5300.000000000004,"['RowPad', 8, 'A', 'T09-']","['RowPad', 8, 'A', 'B10-']"
0.0,"['RowPad', 8, 'A', 'B10-']","['RowPad', 8, 'A', 'T10-']"
5300.0,"['RowPad', 8, 'A', 'T10-']","['RowPad', 8, 'A', 'B11-']"
0.0,"['RowPad', 8, 'A', 'B11-']","['RowPad', 8, 'A', 'T11-']"
61122.58177878471,"['RowPad', 8, 'A', 'T11-']","['RowPad', 9, 'A', 'X00+']"
0.0,"['RowPad', 9, 'A', 'X00+']","['RowPad', 9, 'A', 'B00+']"
0.0,"['RowPad', 9, 'A', 'B00+']","['RowPad', 9, 'A', 'T00+']"
5300.0,"['RowPad', 9, 'A', 'T00+']","['RowPad', 9, 'A', 'B01+']"
0.0,"['RowPad', 9, 'A', 'B01+']","['RowPad', 9, 'A', 'T01+']"
5300.0,"['RowPad', 9, 'A', 'T01+']","['RowPad', 9, 'A', 'X00-']"
10600.0,"['RowPad', 9, 'A', 'X00-']","['RowPad', 9, 'A', 'B02+']"
10600.0,"['RowPad', 9, 'A', 'B02+']","['RowPad', 9, 'A', 'B00-']"
10600.0,"['RowPad', 9, 'A', 'B00-']","['RowPad', 9, 'A', 'T02+']"
10600.0,"['RowPad', 9, 'A', 'T02+']","['RowPad', 9, 'A', 'T00-']"
15900.0,"['RowPad', 9, 'A', 'T00-']","['RowPad', 9, 'A', 'B03+']"
10600.0,"['RowPad', 9, 'A', 'B03+']","['RowPad', 9, 'A', 'B01-']"
10600.0,"['RowPad', 9, 'A', 'B01-']","['RowPad', 9, 'A', 'T03+']"
10600.0,"['RowPad', 9, 'A', 'T03+']","['RowPad', 9, 'A', 'T01-']"
15900.0,"['RowPad', 9, 'A', 'T01-']","['RowPad', 9, 'A', 'B04+']"
10600.0,"['RowPad', 9, 'A', 'B04+']","['RowPad', 9, 'A', 'B02-']"
10600.0,"['RowPad', 9, 'A', 'B02-']","['RowPad', 9, 'A', 'T04+']"
10600.0,"['RowPad', 9, 'A', 'T04+']","['RowPad', 9, 'A', 'T02-']"
15900.0,"['RowPad', 9, 'A', 'T02-']","['RowPad', 9, 'A', 'B05+']"
10600.0,"['RowPad', 9, 'A', 'B05+']","['RowPad', 9, 'A', 'B03-']"
10600.0,"['RowPad', 9, 'A', 'B03-']","['RowPad', 9, 'A', 'T05+']"
10600.0,"['RowPad', 9, 'A', 'T05+']","['RowPad', 9, 'A', 'T03-']"
15900.0,"['RowPad', 9, 'A', 'T03-']","['RowPad', 9, 'A', 'B06+']"
10600.0,"['RowPad', 9, 'A', 'B06+']","['RowPad', 9, 'A', 'B04-']"
10600.0,"['RowPad', 9, 'A', 'B04-']","['RowPad', 9, 'A', 'T06+']"
10600.0,"['RowPad', 9, 'A', 'T06+']","['RowPad', 9, 'A', 'T04-']"
15900.0,"['RowPad', 9, 'A', 'T04-']","['RowPad', 9, 'A', 'B07+']"
10600.0,"['RowPad', 9, 'A', 'B07+']","['RowPad', 9, 'A', 'B05-']"
10600.0,"['RowPad', 9, 'A', 'B05-']","['RowPad', 9, 'A', 'T07+']"
10600.0,"['RowPad', 9, 'A', 'T07+']","['RowPad', 9, 'A', 'T05-']"
15900.0,"['RowPad', 9, 'A', 'T05-']","['RowPad', 9, 'A', 'B08+']"
10600.0,"['RowPad', 9, 'A', 'B08+']","['RowPad', 9, 'A', 'B06-']"
10600.0,"['RowPad', 9, 'A', 'B06-']","['RowPad', 9, 'A', 'T08+']"
10600.0,"['RowPad', 9, 'A', 'T08+']","['RowPad', 9, 'A', 'T06-']"
15900.0,"['RowPad', 9, 'A', 'T06-']","['RowPad', 9, 'A', 'B09+']"
10600.0,"['RowPad', 9, 'A', 'B09+']","['RowPad', 9, 'A', 'B07-']"
10600.0,"['RowPad', 9, 'A', 'B07-']","['RowPad', 9, 'A', 'T09+']"
10600.0,"['RowPad', 9, 'A', 'T09+']","['RowPad', 9, 'A', 'T07-']"
15900.0,"['RowPad', 9, 'A', 'T07-']","['RowPad', 9, 'A', 'B10+']"
10600.0,"['RowPad', 9, 'A', 'B10+']","['RowPad', 9, 'A', 'B08-']"
10600.0,"['RowPad', 9, 'A', 'B08-']","['RowPad', 9, 'A', 'T10+']"
10600.0,"['RowPad', 9, 'A', 'T10+']","['RowPad', 9, 'A', 'T08-']"
15900.000000000004,"['RowPad', 9, 'A', 'T08-']","['RowPad', 9, 'A', 'B11+']"
10600.000000000004,"['RowPad', 9, 'A', 'B11+']","['RowPad', 9, 'A', 'B09-']"
10600.000000000004,"['RowPad', 9, 'A', 'B09-']","['RowPad', 9, 'A', 'T11+']"
10600.000000000004,"['RowPad', 9, 'A', 'T11+']","['RowPad', 9, 'A', 'T09-']"
5300.0,"['RowPad', 9, 'A', 'T09-']","['RowPad', 9, 'A', 'B10-']"
0.0,"['RowPad', 9, 'A', 'B10-']","['RowPad', 9, 'A', 'T10-']"
5300.000000000004,"['RowPad', 9, 'A', 'T10-']","['RowPad', 9, 'A', 'B11-']"
0.0,"['RowPad', 9, 'A', 'B11-']","['RowPad', 9, 'A', 'T11-']"
61122.58170369079,"['RowPad', 9, 'A', 'T11-']","['RowPad', 10, 'A', 'X00+']"
0.0,"['RowPad', 10, 'A', 'X00+']","['RowPad', 10, 'A', 'B00+']"
0.0,"['RowPad', 10, 'A', 'B00+']","['RowPad', 10, 'A', 'T00+']"
5300.0,"['RowPad', 10, 'A', 'T00+']","['RowPad', 10, 'A', 'B01+']"
0.0,"['RowPad', 10, 'A', 'B01+']","['RowPad', 10, 'A', 'T01+']"
5300.0,"['RowPad', 10, 'A', 'T01+']","['RowPad', 10, 'A', 'X00-']"
10600.0,"['RowPad', 10, 'A', 'X00-']","['RowPad', 10, 'A', 'B02+']"
10600.0,"['RowPad', 10, 'A', 'B02+']","['RowPad', 10, 'A', 'B00-']"
10600.0,"['RowPad', 10, 'A', 'B00-']","['RowPad', 10, 'A', 'T02+']"
10600.0,"['RowPad', 10, 'A', 'T02+']","['RowPad', 10, 'A', 'T00-']"
15900.0,"['RowPad', 10, 'A', 'T00-']","['RowPad', 10, 'A', 'B03+']"
10600.0,"['RowPad', 10, 'A', 'B03+']","['RowPad', 10, 'A', 'B01-']"
10600.0,"['RowPad', 10, 'A', 'B01-']","['RowPad', 10, 'A', 'T03+']"
10600.0,"['RowPad', 10, 'A', 'T03+']","['RowPad', 10, 'A', 'T01-']"
15900.0,"['RowPad', 10, 'A', 'T01-']","['RowPad', 10, 'A', 'B04+']"
10600.0,"['RowPad', 10, 'A', 'B04+']","['RowPad', 10, 'A', 'B02-']"
10600.0,"['RowPad', 10, 'A', 'B02-']","['RowPad', 10, 'A', 'T04+']"
10600.0,"['RowPad', 10, 'A', 'T04+']","['RowPad', 10, 'A', 'T02-']"
15900.0,"['RowPad', 10, 'A', 'T02-']","['RowPad', 10, 'A', 'B05+']"
10600.0,"['RowPad', 10, 'A', 'B05+']","['RowPad', 10, 'A', 'B03-']"
10600.0,"['RowPad', 10, 'A', 'B03-']","['RowPad', 10, 'A', 'T05+']"
10600.0,"['RowPad', 10, 'A', 'T05+']","['RowPad', 10, 'A', 'T03-']"
15900.0,"['RowPad', 10, 'A', 'T03-']","['RowPad', 10, 'A', 'B06+']"
10600.0,"['RowPad', 10, 'A', 'B06+']","['RowPad', 10, 'A', 'B04-']"
10600.0,"['RowPad', 10, 'A', 'B04-']","['RowPad', 10, 'A', 'T06+']"
10600.0,"['RowPad', 10, 'A', 'T06+']","['RowPad', 10, 'A', 'T04-']"
15900.0,"['RowPad', 10, 'A', 'T04-']","['RowPad', 10, 'A', 'B07+']"
10600.0,"['RowPad', 10, 'A', 'B07+']","['RowPad', 10, 'A', 'B05-']"
10600.0,"['RowPad', 10, 'A', 'B05-']","['RowPad', 10, 'A', 'T07+']"
10600.0,"['RowPad', 10, 'A', 'T07+']","['RowPad', 10, 'A', 'T05-']"
15900.0,"['RowPad', 10, 'A', 'T05-']","['RowPad', 10, 'A', 'B08+']"
10600.0,"['RowPad', 10, 'A', 'B08+']","['RowPad', 10, 'A', 'B06-']"
10600.0,"['RowPad', 10, 'A', 'B06-']","['RowPad', 10, 'A', 'T08+']"
10600.0,"['RowPad', 10, 'A', 'T08+']","['RowPad', 10, 'A', 'T06-']"
15900.0,"['RowPad', 10, 'A', 'T06-']","['RowPad', 10, 'A', 'B09+']"
10600.0,"['RowPad', 10, 'A', 'B09+']","['RowPad', 10, 'A', 'B07-']"
10600.0,"['RowPad', 10, 'A', 'B07-']","['RowPad', 10, 'A', 'T09+']"
10600.0,"['RowPad', 10, 'A', 'T09+']","['RowPad', 10, 'A', 'T07-']"
15900.0,"['RowPad', 10, 'A', 'T07-']","['RowPad', 10, 'A', 'B10+']"
10600.0,"['RowPad', 10, 'A', 'B10+']","['RowPad', 10, 'A', 'B08-']"
10600.0,"['RowPad', 10, 'A', 'B08-']","['RowPad', 10, 'A', 'T10+']"
10600.0,"['RowPad', 10, 'A', 'T10+']","['RowPad', 10, 'A', 'T08-']"
15900.000000000004,"['RowPad', 10, 'A', 'T08-']","['RowPad', 10, 'A', 'B11+']"
10600.000000000004,"['RowPad', 10, 'A', 'B11+']","['RowPad', 10, 'A', 'B09-']"
10600.000000000004,"['RowPad', 10, 'A', 'B09-']","['RowPad', 10, 'A', 'T11+']"
10600.000000000004,"['RowPad', 10, 'A', 'T11+']","['RowPad', 10, 'A', 'T09-']"
5300.0,"['RowPad', 10, 'A', 'T09-']","['RowPad', 10, 'A', 'B10-']"
0.0,"['RowPad', 10, 'A', 'B10-']","['RowPad', 10, 'A', 'T10-']"
5300.000000000004,"['RowPad', 10, 'A', 'T10-']","['RowPad', 10, 'A', 'B11-']"
0.0,"['RowPad', 10, 'A', 'B11-']","['RowPad', 10, 'A', 'T11-']"
61122.58177878471,"['RowPad', 10, 'A', 'T11-']","['RowPad', 11, 'A', 'X00+']"
0.0,"['RowPad', 11, 'A', 'X00+']","['RowPad', 11, 'A', 'B00+']"
0.0,"['RowPad', 11, 'A', 'B00+']","['RowPad', 11, 'A', 'T00+']"
5300.0,"['RowPad', 11, 'A', 'T00+']","['RowPad', 11, 'A', 'B01+']"
0.0,"['RowPad', 11, 'A', 'B01+']","['RowPad', 11, 'A', 'T01+']"
5300.0,"['RowPad', 11, 'A', 'T01+']","['RowPad', 11, 'A', 'X00-']"
10600.0,"['RowPad', 11, 'A', 'X00-']","['RowPad', 11, 'A', 'B02+']"
10600.0,"['RowPad', 11, 'A', 'B02+']","['RowPad', 11, 'A', 'B00-']"
10600.0,"['RowPad', 11, 'A', 'B00-']","['RowPad', 11, 'A', 'T02+']"
10600.0,"['RowPad', 11, 'A', 'T02+']","['RowPad', 11, 'A', 'T00-']"
15900.0,"['RowPad', 11, 'A', 'T00-']","['RowPad', 11, 'A', 'B03+']"
10600.0,"['RowPad', 11, 'A', 'B03+']","['RowPad', 11, 'A', 'B01-']"
10600.0,"['RowPad', 11, 'A', 'B01-']","['RowPad', 11, 'A', 'T03+']"
10600.0,"['RowPad', 11, 'A', 'T03+']","['RowPad', 11, 'A', 'T01-']"
15900.0,"['RowPad', 11, 'A', 'T01-']","['RowPad', 11, 'A', 'B04+']"
10600.0,"['RowPad', 11, 'A', 'B04+']","['RowPad', 11, 'A', 'B02-']"
10600.0,"['RowPad', 11, 'A', 'B02-']","['RowPad', 11, 'A', 'T04+']"
10600.0,"['RowPad', 11, 'A', 'T04+']","['RowPad', 11, 'A', 'T02-']"
15900.0,"['RowPad', 11, 'A', 'T02-']","['RowPad', 11, 'A', 'B05+']"
10600.0,"['RowPad', 11, 'A', 'B05+']","['RowPad', 11, 'A', 'B03-']"
10600.0,"['RowPad', 11, 'A', 'B03-']","['RowPad', 11, 'A', 'T05+']"
10600.0,"['RowPad', 11, 'A', 'T05+']","['RowPad', 11, 'A', 'T03-']"
15900.0,"['RowPad', 11, 'A', 'T03-']","['RowPad', 11, 'A', 'B06+']"
10600.0,"['RowPad', 11, 'A', 'B06+']","['RowPad', 11, 'A', 'B04-']"
10600.0,"['RowPad', 11, 'A', 'B04-']","['RowPad', 11, 'A', 'T06+']"
10600.0,"['RowPad', 11, 'A', 'T06+']","['RowPad', 11, 'A', 'T04-']"
15900.0,"['RowPad', 11, 'A', 'T04-']","['RowPad', 11, 'A', 'B07+']"
10600.0,"['RowPad', 11, 'A', 'B07+']","['RowPad', 11, 'A', 'B05-']"
10600.0,"['RowPad', 11, 'A', 'B05-']","['RowPad', 11, 'A', 'T07+']"
10600.0,"['RowPad', 11, 'A', 'T07+']","['RowPad', 11, 'A', 'T05-']"
15900.0,"['RowPad', 11, 'A', 'T05-']","['RowPad', 11, 'A', 'B08+']"
