"pad info 1(Gtype,GIndex,GSection,Label)",pad info 2,pixel position
"['RowPad', 6, 'C', 'B10+']","['RowPad', 6, 'C', 'T10-']","[-6829.978, -48549.346]"
"['RowPad', 6, 'C', 'T10-']","['RowPad', 6, 'C', 'T10+']","[-6829.978, -48549.346]"
"['RowPad', 6, 'C', 'B11-']","['RowPad', 6, 'C', 'B11+']","[-4179.978, -53139.281]"
"['RowPad', 6, 'C', 'B11+']","['RowPad', 6, 'C', 'T11-']","[-4179.978, -53139.281]"
"['RowPad', 6, 'C', 'T11-']","['RowPad', 6, 'C', 'T11+']","[-4179.978, -53139.281]"
"['RowPad', 7, 'C', 'X00-']","['RowPad', 7, 'C', 'X00+']","[-38629.978, -2650.0]"
"['RowPad', 7, 'C', 'X00+']","['RowPad', 7, 'C', 'B00-']","[-38629.978, -2650.0]"
"['RowPad', 7, 'C', 'B00-']","['RowPad', 7, 'C', 'B00+']","[-38629.978, -2650.0]"
"['RowPad', 7, 'C', 'B00+']","['RowPad', 7, 'C', 'T00-']","[-38629.978, -2650.0]"
"['RowPad', 7, 'C', 'T00-']","['RowPad', 7, 'C', 'T00+']","[-38629.978, -2650.0]"
"['RowPad', 7, 'C', 'B01-']","['RowPad', 7, 'C', 'B01+']","[-35979.978, -7239.935]"
"['RowPad', 7, 'C', 'B01+']","['RowPad', 7, 'C', 'T01-']","[-35979.978, -7239.935]"
"['RowPad', 7, 'C', 'T01-']","['RowPad', 7, 'C', 'T01+']","[-35979.978, -7239.935]"
"['RowPad', 7, 'C', 'B02-']","['RowPad', 7, 'C', 'B02+']","[-33329.978, -11829.869]"
"['RowPad', 7, 'C', 'B02+']","['RowPad', 7, 'C', 'T02-']","[-33329.978, -11829.869]"
"['RowPad', 7, 'C', 'T02-']","['RowPad', 7, 'C', 'T02+']","[-33329.978, -11829.869]"
"['RowPad', 7, 'C', 'B03-']","['RowPad', 7, 'C', 'B03+']","[-30679.978, -16419.804]"
"['RowPad', 7, 'C', 'B03+']","['RowPad', 7, 'C', 'T03-']","[-30679.978, -16419.804]"
"['RowPad', 7, 'C', 'T03-']","['RowPad', 7, 'C', 'T03+']","[-30679.978, -16419.804]"
"['RowPad', 7, 'C', 'B04-']","['RowPad', 7, 'C', 'B04+']","[-28029.978, -21009.739]"
"['RowPad', 7, 'C', 'B04+']","['RowPad', 7, 'C', 'T04-']","[-28029.978, -21009.739]"
"['RowPad', 7, 'C', 'T04-']","['RowPad', 7, 'C', 'T04+']","[-28029.978, -21009.739]"
"['RowPad', 7, 'C', 'B05-']","['RowPad', 7, 'C', 'B05+']","[-25379.978, -25599.673]"
"['RowPad', 7, 'C', 'B05+']","['RowPad', 7, 'C', 'T05-']","[-25379.978, -25599.673]"
"['RowPad', 7, 'C', 'T05-']","['RowPad', 7, 'C', 'T05+']","[-25379.978, -25599.673]"
"['RowPad', 7, 'C', 'B06-']","['RowPad', 7, 'C', 'B06+']","[-22729.978, -30189.608]"
"['RowPad', 7, 'C', 'B06+']","['RowPad', 7, 'C', 'T06-']","[-22729.978, -30189.608]"
"['RowPad', 7, 'C', 'T06-']","['RowPad', 7, 'C', 'T06+']","[-22729.978, -30189.608]"
"['RowPad', 7, 'C', 'B07-']","['RowPad', 7, 'C', 'B07+']","[-20079.978, -34779.542]"
"['RowPad', 7, 'C', 'B07+']","['RowPad', 7, 'C', 'T07-']","[-20079.978, -34779.542]"
"['RowPad', 7, 'C', 'T07-']","['RowPad', 7, 'C', 'T07+']","[-20079.978, -34779.542]"
"['RowPad', 7, 'C', 'B08-']","['RowPad', 7, 'C', 'B08+']","[-17429.978, -39369.477]"
"['RowPad', 7, 'C', 'B08+']","['RowPad', 7, 'C', 'T08-']","[-17429.978, -39369.477]"
"['RowPad', 7, 'C', 'T08-']","['RowPad', 7, 'C', 'T08+']","[-17429.978, -39369.477]"
"['RowPad', 7, 'C', 'B09-']","['RowPad', 7, 'C', 'B09+']","[-14779.978, -43959.412]"
"['RowPad', 7, 'C', 'B09+']","['RowPad', 7, 'C', 'T09-']","[-14779.978, -43959.412]"
"['RowPad', 7, 'C', 'T09-']","['RowPad', 7, 'C', 'T09+']","[-14779.978, -43959.412]"
"['RowPad', 7, 'C', 'B10-']","['RowPad', 7, 'C', 'B10+']","[-12129.978, -48549.346]"
"['RowPad', 7, 'C', 'B10+']","['RowPad', 7, 'C', 'T10-']","[-12129.978, -48549.346]"
"['RowPad', 7, 'C', 'T10-']","['RowPad', 7, 'C', 'T10+']","[-12129.978, -48549.346]"
"['RowPad', 7, 'C', 'B11-']","['RowPad', 7, 'C', 'B11+']","[-9479.978, -53139.281]"
"['RowPad', 7, 'C', 'B11+']","['RowPad', 7, 'C', 'T11-']","[-9479.978, -53139.281]"
"['RowPad', 7, 'C', 'T11-']","['RowPad', 7, 'C', 'T11+']","[-9479.978, -53139.281]"
"['RowPad', 8, 'C', 'X00-']","['RowPad', 8, 'C', 'X00+']","[-43929.978, -2650.0]"
"['RowPad', 8, 'C', 'X00+']","['RowPad', 8, 'C', 'B00-']","[-43929.978, -2650.0]"
"['RowPad', 8, 'C', 'B00-']","['RowPad', 8, 'C', 'B00+']","[-43929.978, -2650.0]"
"['RowPad', 8, 'C', 'B00+']","['RowPad', 8, 'C', 'T00-']","[-43929.978, -2650.0]"
"['RowPad', 8, 'C', 'T00-']","['RowPad', 8, 'C', 'T00+']","[-43929.978, -2650.0]"
"['RowPad', 8, 'C', 'B01-']","['RowPad', 8, 'C', 'B01+']","[-41279.978, -7239.935]"
"['RowPad', 8, 'C', 'B01+']","['RowPad', 8, 'C', 'T01-']","[-41279.978, -7239.935]"
"['RowPad', 8, 'C', 'T01-']","['RowPad', 8, 'C', 'T01+']","[-41279.978, -7239.935]"
"['RowPad', 8, 'C', 'B02-']","['RowPad', 8, 'C', 'B02+']","[-38629.978, -11829.869]"
"['RowPad', 8, 'C', 'B02+']","['RowPad', 8, 'C', 'T02-']","[-38629.978, -11829.869]"
"['RowPad', 8, 'C', 'T02-']","['RowPad', 8, 'C', 'T02+']","[-38629.978, -11829.869]"
"['RowPad', 8, 'C', 'B03-']","['RowPad', 8, 'C', 'B03+']","[-35979.978, -16419.804]"
"['RowPad', 8, 'C', 'B03+']","['RowPad', 8, 'C', 'T03-']","[-35979.978, -16419.804]"
"['RowPad', 8, 'C', 'T03-']","['RowPad', 8, 'C', 'T03+']","[-35979.978, -16419.804]"
"['RowPad', 8, 'C', 'B04-']","['RowPad', 8, 'C', 'B04+']","[-33329.978, -21009.739]"
"['RowPad', 8, 'C', 'B04+']","['RowPad', 8, 'C', 'T04-']","[-33329.978, -21009.739]"
"['RowPad', 8, 'C', 'T04-']","['RowPad', 8, 'C', 'T04+']","[-33329.978, -21009.739]"
"['RowPad', 8, 'C', 'B05-']","['RowPad', 8, 'C', 'B05+']","[-30679.978, -25599.673]"
"['RowPad', 8, 'C', 'B05+']","['RowPad', 8, 'C', 'T05-']","[-30679.978, -25599.673]"
"['RowPad', 8, 'C', 'T05-']","['RowPad', 8, 'C', 'T05+']","[-30679.978, -25599.673]"
"['RowPad', 8, 'C', 'B06-']","['RowPad', 8, 'C', 'B06+']","[-28029.978, -30189.608]"
"['RowPad', 8, 'C', 'B06+']","['RowPad', 8, 'C', 'T06-']","[-28029.978, -30189.608]"
"['RowPad', 8, 'C', 'T06-']","['RowPad', 8, 'C', 'T06+']","[-28029.978, -30189.608]"
"['RowPad', 8, 'C', 'B07-']","['RowPad', 8, 'C', 'B07+']","[-25379.978, -34779.542]"
"['RowPad', 8, 'C', 'B07+']","['RowPad', 8, 'C', 'T07-']","[-25379.978, -34779.542]"
"['RowPad', 8, 'C', 'T07-']","['RowPad', 8, 'C', 'T07+']","[-25379.978, -34779.542]"
"['RowPad', 8, 'C', 'B08-']","['RowPad', 8, 'C', 'B08+']","[-22729.978, -39369.477]"
"['RowPad', 8, 'C', 'B08+']","['RowPad', 8, 'C', 'T08-']","[-22729.978, -39369.477]"
"['RowPad', 8, 'C', 'T08-']","['RowPad', 8, 'C', 'T08+']","[-22729.978, -39369.477]"
"['RowPad', 8, 'C', 'B09-']","['RowPad', 8, 'C', 'B09+']","[-20079.978, -43959.412]"
"['RowPad', 8, 'C', 'B09+']","['RowPad', 8, 'C', 'T09-']","[-20079.978, -43959.412]"
"['RowPad', 8, 'C', 'T09-']","['RowPad', 8, 'C', 'T09+']","[-20079.978, -43959.412]"
"['RowPad', 8, 'C', 'B10-']","['RowPad', 8, 'C', 'B10+']","[-17429.978, -48549.346]"
"['RowPad', 8, 'C', 'B10+']","['RowPad', 8, 'C', 'T10-']","[-17429.978, -48549.346]"
"['RowPad', 8, 'C', 'T10-']","['RowPad', 8, 'C', 'T10+']","[-17429.978, -48549.346]"
"['RowPad', 8, 'C', 'B11-']","['RowPad', 8, 'C', 'B11+']","[-14779.978, -53139.281]"
"['RowPad', 8, 'C', 'B11+']","['RowPad', 8, 'C', 'T11-']","[-14779.978, -53139.281]"
"['RowPad', 8, 'C', 'T11-']","['RowPad', 8, 'C', 'T11+']","[-14779.978, -53139.281]"
"['RowPad', 9, 'C', 'X00-']","['RowPad', 9, 'C', 'X00+']","[-49229.978, -2650.0]"
"['RowPad', 9, 'C', 'X00+']","['RowPad', 9, 'C', 'B00-']","[-49229.978, -2650.0]"
"['RowPad', 9, 'C', 'B00-']","['RowPad', 9, 'C', 'B00+']","[-49229.978, -2650.0]"
"['RowPad', 9, 'C', 'B00+']","['RowPad', 9, 'C', 'T00-']","[-49229.978, -2650.0]"
"['RowPad', 9, 'C', 'T00-']","['RowPad', 9, 'C', 'T00+']","[-49229.978, -2650.0]"
"['RowPad', 9, 'C', 'B01-']","['RowPad', 9, 'C', 'B01+']","[-46579.978, -7239.935]"
"['RowPad', 9, 'C', 'B01+']","['RowPad', 9, 'C', 'T01-']","[-46579.978, -7239.935]"
"['RowPad', 9, 'C', 'T01-']","['RowPad', 9, 'C', 'T01+']","[-46579.978, -7239.935]"
"['RowPad', 9, 'C', 'B02-']","['RowPad', 9, 'C', 'B02+']","[-43929.978, -11829.869]"
"['RowPad', 9, 'C', 'B02+']","['RowPad', 9, 'C', 'T02-']","[-43929.978, -11829.869]"
"['RowPad', 9, 'C', 'T02-']","['RowPad', 9, 'C', 'T02+']","[-43929.978, -11829.869]"
"['RowPad', 9, 'C', 'B03-']","['RowPad', 9, 'C', 'B03+']","[-41279.978, -16419.804]"
"['RowPad', 9, 'C', 'B03+']","['RowPad', 9, 'C', 'T03-']","[-41279.978, -16419.804]"
"['RowPad', 9, 'C', 'T03-']","['RowPad', 9, 'C', 'T03+']","[-41279.978, -16419.804]"
"['RowPad', 9, 'C', 'B04-']","['RowPad', 9, 'C', 'B04+']","[-38629.978, -21009.739]"
"['RowPad', 9, 'C', 'B04+']","['RowPad', 9, 'C', 'T04-']","[-38629.978, -21009.739]"
"['RowPad', 9, 'C', 'T04-']","['RowPad', 9, 'C', 'T04+']","[-38629.978, -21009.739]"
"['RowPad', 9, 'C', 'B05-']","['RowPad', 9, 'C', 'B05+']","[-35979.978, -25599.673]"
"['RowPad', 9, 'C', 'B05+']","['RowPad', 9, 'C', 'T05-']","[-35979.978, -25599.673]"
"['RowPad', 9, 'C', 'T05-']","['RowPad', 9, 'C', 'T05+']","[-35979.978, -25599.673]"
"['RowPad', 9, 'C', 'B06-']","['RowPad', 9, 'C', 'B06+']","[-33329.978, -30189.608]"
"['RowPad', 9, 'C', 'B06+']","['RowPad', 9, 'C', 'T06-']","[-33329.978, -30189.608]"
"['RowPad', 9, 'C', 'T06-']","['RowPad', 9, 'C', 'T06+']","[-33329.978, -30189.608]"
"['RowPad', 9, 'C', 'B07-']","['RowPad', 9, 'C', 'B07+']","[-30679.978, -34779.542]"
"['RowPad', 9, 'C', 'B07+']","['RowPad', 9, 'C', 'T07-']","[-30679.978, -34779.542]"
"['RowPad', 9, 'C', 'T07-']","['RowPad', 9, 'C', 'T07+']","[-30679.978, -34779.542]"
"['RowPad', 9, 'C', 'B08-']","['RowPad', 9, 'C', 'B08+']","[-28029.978, -39369.477]"
"['RowPad', 9, 'C', 'B08+']","['RowPad', 9, 'C', 'T08-']","[-28029.978, -39369.477]"
"['RowPad', 9, 'C', 'T08-']","['RowPad', 9, 'C', 'T08+']","[-28029.978, -39369.477]"
"['RowPad', 9, 'C', 'B09-']","['RowPad', 9, 'C', 'B09+']","[-25379.978, -43959.412]"
"['RowPad', 9, 'C', 'B09+']","['RowPad', 9, 'C', 'T09-']","[-25379.978, -43959.412]"
"['RowPad', 9, 'C', 'T09-']","['RowPad', 9, 'C', 'T09+']","[-25379.978, -43959.412]"
"['RowPad', 9, 'C', 'B10-']","['RowPad', 9, 'C', 'B10+']","[-22729.978, -48549.346]"
"['RowPad', 9, 'C', 'B10+']","['RowPad', 9, 'C', 'T10-']","[-22729.978, -48549.346]"
"['RowPad', 9, 'C', 'T10-']","['RowPad', 9, 'C', 'T10+']","[-22729.978, -48549.346]"
"['RowPad', 9, 'C', 'B11-']","['RowPad', 9, 'C', 'B11+']","[-20079.978, -53139.281]"
"['RowPad', 9, 'C', 'B11+']","['RowPad', 9, 'C', 'T11-']","[-20079.978, -53139.281]"
"['RowPad', 9, 'C', 'T11-']","['RowPad', 9, 'C', 'T11+']","[-20079.978, -53139.281]"
"['RowPad', 10, 'C', 'X00-']","['RowPad', 10, 'C', 'X00+']","[-54529.978, -2650.0]"
"['RowPad', 10, 'C', 'X00+']","['RowPad', 10, 'C', 'B00-']","[-54529.978, -2650.0]"
"['RowPad', 10, 'C', 'B00-']","['RowPad', 10, 'C', 'B00+']","[-54529.978, -2650.0]"
"['RowPad', 10, 'C', 'B00+']","['RowPad', 10, 'C', 'T00-']","[-54529.978, -2650.0]"
"['RowPad', 10, 'C', 'T00-']","['RowPad', 10, 'C', 'T00+']","[-54529.978, -2650.0]"
"['RowPad', 10, 'C', 'B01-']","['RowPad', 10, 'C', 'B01+']","[-51879.978, -7239.935]"
"['RowPad', 10, 'C', 'B01+']","['RowPad', 10, 'C', 'T01-']","[-51879.978, -7239.935]"
"['RowPad', 10, 'C', 'T01-']","['RowPad', 10, 'C', 'T01+']","[-51879.978, -7239.935]"
"['RowPad', 10, 'C', 'B02-']","['RowPad', 10, 'C', 'B02+']","[-49229.978, -11829.869]"
"['RowPad', 10, 'C', 'B02+']","['RowPad', 10, 'C', 'T02-']","[-49229.978, -11829.869]"
"['RowPad', 10, 'C', 'T02-']","['RowPad', 10, 'C', 'T02+']","[-49229.978, -11829.869]"
"['RowPad', 10, 'C', 'B03-']","['RowPad', 10, 'C', 'B03+']","[-46579.978, -16419.804]"
"['RowPad', 10, 'C', 'B03+']","['RowPad', 10, 'C', 'T03-']","[-46579.978, -16419.804]"
"['RowPad', 10, 'C', 'T03-']","['RowPad', 10, 'C', 'T03+']","[-46579.978, -16419.804]"
"['RowPad', 10, 'C', 'B04-']","['RowPad', 10, 'C', 'B04+']","[-43929.978, -21009.739]"
"['RowPad', 10, 'C', 'B04+']","['RowPad', 10, 'C', 'T04-']","[-43929.978, -21009.739]"
"['RowPad', 10, 'C', 'T04-']","['RowPad', 10, 'C', 'T04+']","[-43929.978, -21009.739]"
"['RowPad', 10, 'C', 'B05-']","['RowPad', 10, 'C', 'B05+']","[-41279.978, -25599.673]"
"['RowPad', 10, 'C', 'B05+']","['RowPad', 10, 'C', 'T05-']","[-41279.978, -25599.673]"
"['RowPad', 10, 'C', 'T05-']","['RowPad', 10, 'C', 'T05+']","[-41279.978, -25599.673]"
"['RowPad', 10, 'C', 'B06-']","['RowPad', 10, 'C', 'B06+']","[-38629.978, -30189.608]"
"['RowPad', 10, 'C', 'B06+']","['RowPad', 10, 'C', 'T06-']","[-38629.978, -30189.608]"
"['RowPad', 10, 'C', 'T06-']","['RowPad', 10, 'C', 'T06+']","[-38629.978, -30189.608]"
"['RowPad', 10, 'C', 'B07-']","['RowPad', 10, 'C', 'B07+']","[-35979.978, -34779.542]"
"['RowPad', 10, 'C', 'B07+']","['RowPad', 10, 'C', 'T07-']","[-35979.978, -34779.542]"
"['RowPad', 10, 'C', 'T07-']","['RowPad', 10, 'C', 'T07+']","[-35979.978, -34779.542]"
"['RowPad', 10, 'C', 'B08-']","['RowPad', 10, 'C', 'B08+']","[-33329.978, -39369.477]"
"['RowPad', 10, 'C', 'B08+']","['RowPad', 10, 'C', 'T08-']","[-33329.978, -39369.477]"
"['RowPad', 10, 'C', 'T08-']","['RowPad', 10, 'C', 'T08+']","[-33329.978, -39369.477]"
"['RowPad', 10, 'C', 'B09-']","['RowPad', 10, 'C', 'B09+']","[-30679.978, -43959.412]"
"['RowPad', 10, 'C', 'B09+']","['RowPad', 10, 'C', 'T09-']","[-30679.978, -43959.412]"
"['RowPad', 10, 'C', 'T09-']","['RowPad', 10, 'C', 'T09+']","[-30679.978, -43959.412]"
"['RowPad', 10, 'C', 'B10-']","['RowPad', 10, 'C', 'B10+']","[-28029.978, -48549.346]"
"['RowPad', 10, 'C', 'B10+']","['RowPad', 10, 'C', 'T10-']","[-28029.978, -48549.346]"
"['RowPad', 10, 'C', 'T10-']","['RowPad', 10, 'C', 'T10+']","[-28029.978, -48549.346]"
"['RowPad', 10, 'C', 'B11-']","['RowPad', 10, 'C', 'B11+']","[-25379.978, -53139.281]"
"['RowPad', 10, 'C', 'B11+']","['RowPad', 10, 'C', 'T11-']","[-25379.978, -53139.281]"
"['RowPad', 10, 'C', 'T11-']","['RowPad', 10, 'C', 'T11+']","[-25379.978, -53139.281]"
"['RowPad', 11, 'C', 'X00-']","['RowPad', 11, 'C', 'X00+']","[-59829.978, -2650.0]"
"['RowPad', 11, 'C', 'X00+']","['RowPad', 11, 'C', 'B00-']","[-59829.978, -2650.0]"
"['RowPad', 11, 'C', 'B00-']","['RowPad', 11, 'C', 'B00+']","[-59829.978, -2650.0]"
"['RowPad', 11, 'C', 'B00+']","['RowPad', 11, 'C', 'T00-']","[-59829.978, -2650.0]"
"['RowPad', 11, 'C', 'T00-']","['RowPad', 11, 'C', 'T00+']","[-59829.978, -2650.0]"
"['RowPad', 11, 'C', 'B01-']","['RowPad', 11, 'C', 'B01+']","[-57179.978, -7239.935]"
"['RowPad', 11, 'C', 'B01+']","['RowPad', 11, 'C', 'T01-']","[-57179.978, -7239.935]"
"['RowPad', 11, 'C', 'T01-']","['RowPad', 11, 'C', 'T01+']","[-57179.978, -7239.935]"
"['RowPad', 11, 'C', 'B02-']","['RowPad', 11, 'C', 'B02+']","[-54529.978, -11829.869]"
"['RowPad', 11, 'C', 'B02+']","['RowPad', 11, 'C', 'T02-']","[-54529.978, -11829.869]"
"['RowPad', 11, 'C', 'T02-']","['RowPad', 11, 'C', 'T02+']","[-54529.978, -11829.869]"
"['RowPad', 11, 'C', 'B03-']","['RowPad', 11, 'C', 'B03+']","[-51879.978, -16419.804]"
"['RowPad', 11, 'C', 'B03+']","['RowPad', 11, 'C', 'T03-']","[-51879.978, -16419.804]"
"['RowPad', 11, 'C', 'T03-']","['RowPad', 11, 'C', 'T03+']","[-51879.978, -16419.804]"
"['RowPad', 11, 'C', 'B04-']","['RowPad', 11, 'C', 'B04+']","[-49229.978, -21009.739]"
"['RowPad', 11, 'C', 'B04+']","['RowPad', 11, 'C', 'T04-']","[-49229.978, -21009.739]"
"['RowPad', 11, 'C', 'T04-']","['RowPad', 11, 'C', 'T04+']","[-49229.978, -21009.739]"
"['RowPad', 11, 'C', 'B05-']","['RowPad', 11, 'C', 'B05+']","[-46579.978, -25599.673]"
"['RowPad', 11, 'C', 'B05+']","['RowPad', 11, 'C', 'T05-']","[-46579.978, -25599.673]"
"['RowPad', 11, 'C', 'T05-']","['RowPad', 11, 'C', 'T05+']","[-46579.978, -25599.673]"
"['RowPad', 11, 'C', 'B06-']","['RowPad', 11, 'C', 'B06+']","[-43929.978, -30189.608]"
"['RowPad', 11, 'C', 'B06+']","['RowPad', 11, 'C', 'T06-']","[-43929.978, -30189.608]"
"['RowPad', 11, 'C', 'T06-']","['RowPad', 11, 'C', 'T06+']","[-43929.978, -30189.608]"
"['RowPad', 11, 'C', 'B07-']","['RowPad', 11, 'C', 'B07+']","[-41279.978, -34779.542]"
"['RowPad', 11, 'C', 'B07+']","['RowPad', 11, 'C', 'T07-']","[-41279.978, -34779.542]"
"['RowPad', 11, 'C', 'T07-']","['RowPad', 11, 'C', 'T07+']","[-41279.978, -34779.542]"
"['RowPad', 11, 'C', 'B08-']","['RowPad', 11, 'C', 'B08+']","[-38629.978, -39369.477]"
"['RowPad', 11, 'C', 'B08+']","['RowPad', 11, 'C', 'T08-']","[-38629.978, -39369.477]"
"['RowPad', 11, 'C', 'T08-']","['RowPad', 11, 'C', 'T08+']","[-38629.978, -39369.477]"
"['RowPad', 11, 'C', 'B09-']","['RowPad', 11, 'C', 'B09+']","[-35979.978, -43959.412]"
"['RowPad', 11, 'C', 'B09+']","['RowPad', 11, 'C', 'T09-']","[-35979.978, -43959.412]"
"['RowPad', 11, 'C', 'T09-']","['RowPad', 11, 'C', 'T09+']","[-35979.978, -43959.412]"
"['RowPad', 11, 'C', 'B10-']","['RowPad', 11, 'C', 'B10+']","[-33329.978, -48549.346]"
"['RowPad', 11, 'C', 'B10+']","['RowPad', 11, 'C', 'T10-']","[-33329.978, -48549.346]"
"['RowPad', 11, 'C', 'T10-']","['RowPad', 11, 'C', 'T10+']","[-33329.978, -48549.346]"
"['RowPad', 11, 'C', 'B11-']","['RowPad', 11, 'C', 'B11+']","[-30679.978, -53139.281]"
"['RowPad', 11, 'C', 'B11+']","['RowPad', 11, 'C', 'T11-']","[-30679.978, -53139.281]"
"['RowPad', 11, 'C', 'T11-']","['RowPad', 11, 'C', 'T11+']","[-30679.978, -53139.281]"
"['ColumnPad', 11, 'C', 'R00-']","['ColumnPad', 11, 'C', 'L00-']","[27620.022, -53139.281]"
"['ColumnPad', 11, 'C', 'R01-']","['ColumnPad', 11, 'C', 'L01-']","[22320.022, -53139.281]"
"['ColumnPad', 11, 'C', 'R02-']","['ColumnPad', 11, 'C', 'L02-']","[17020.022, -53139.281]"
"['ColumnPad', 11, 'C', 'R09+']","['ColumnPad', 11, 'C', 'L09+']","[-20079.978, -53139.281]"
"['ColumnPad', 11, 'C', 'R10+']","['ColumnPad', 11, 'C', 'L10+']","[-25379.978, -53139.281]"
"['ColumnPad', 11, 'C', 'R11+']","['ColumnPad', 11, 'C', 'L11+']","[-30679.978, -53139.281]"
"['ColumnPad', 10, 'C', 'R00-']","['ColumnPad', 10, 'C', 'L00-']","[24970.022, -48549.346]"
"['ColumnPad', 10, 'C', 'R01-']","['ColumnPad', 10, 'C', 'L01-']","[19670.022, -48549.346]"
"['ColumnPad', 10, 'C', 'R02-']","['ColumnPad', 10, 'C', 'L02-']","[14370.022, -48549.346]"
"['ColumnPad', 10, 'C', 'R09+']","['ColumnPad', 10, 'C', 'L09+']","[-22729.978, -48549.346]"
"['ColumnPad', 10, 'C', 'R10+']","['ColumnPad', 10, 'C', 'L10+']","[-28029.978, -48549.346]"
"['ColumnPad', 10, 'C', 'R11+']","['ColumnPad', 10, 'C', 'L11+']","[-33329.978, -48549.346]"
"['ColumnPad', 9, 'C', 'R00-']","['ColumnPad', 9, 'C', 'L00-']","[22320.022, -43959.412]"
"['ColumnPad', 9, 'C', 'R01-']","['ColumnPad', 9, 'C', 'L01-']","[17020.022, -43959.412]"
"['ColumnPad', 9, 'C', 'R02-']","['ColumnPad', 9, 'C', 'L02-']","[11720.022, -43959.412]"
"['ColumnPad', 9, 'C', 'R09+']","['ColumnPad', 9, 'C', 'L09+']","[-25379.978, -43959.412]"
"['ColumnPad', 9, 'C', 'R10+']","['ColumnPad', 9, 'C', 'L10+']","[-30679.978, -43959.412]"
"['ColumnPad', 9, 'C', 'R11+']","['ColumnPad', 9, 'C', 'L11+']","[-35979.978, -43959.412]"
"['ColumnPad', 8, 'C', 'R00-']","['ColumnPad', 8, 'C', 'L00-']","[19670.022, -39369.477]"
"['ColumnPad', 8, 'C', 'R01-']","['ColumnPad', 8, 'C', 'L01-']","[14370.022, -39369.477]"
"['ColumnPad', 8, 'C', 'R02-']","['ColumnPad', 8, 'C', 'L02-']","[9070.022, -39369.477]"
"['ColumnPad', 8, 'C', 'R09+']","['ColumnPad', 8, 'C', 'L09+']","[-28029.978, -39369.477]"
"['ColumnPad', 8, 'C', 'R10+']","['ColumnPad', 8, 'C', 'L10+']","[-33329.978, -39369.477]"
"['ColumnPad', 8, 'C', 'R11+']","['ColumnPad', 8, 'C', 'L11+']","[-38629.978, -39369.477]"
"['ColumnPad', 7, 'C', 'R00-']","['ColumnPad', 7, 'C', 'L00-']","[17020.022, -34779.542]"
"['ColumnPad', 7, 'C', 'R01-']","['ColumnPad', 7, 'C', 'L01-']","[11720.022, -34779.542]"
"['ColumnPad', 7, 'C', 'R02-']","['ColumnPad', 7, 'C', 'L02-']","[6420.022, -34779.542]"
"['ColumnPad', 7, 'C', 'R09+']","['ColumnPad', 7, 'C', 'L09+']","[-30679.978, -34779.542]"
"['ColumnPad', 7, 'C', 'R10+']","['ColumnPad', 7, 'C', 'L10+']","[-35979.978, -34779.542]"
"['ColumnPad', 7, 'C', 'R11+']","['ColumnPad', 7, 'C', 'L11+']","[-41279.978, -34779.542]"
"['ColumnPad', 6, 'C', 'R00-']","['ColumnPad', 6, 'C', 'L00-']","[14370.022, -30189.608]"
"['ColumnPad', 6, 'C', 'R01-']","['ColumnPad', 6, 'C', 'L01-']","[9070.022, -30189.608]"
"['ColumnPad', 6, 'C', 'R02-']","['ColumnPad', 6, 'C', 'L02-']","[3770.022, -30189.608]"
"['ColumnPad', 6, 'C', 'R09+']","['ColumnPad', 6, 'C', 'L09+']","[-33329.978, -30189.608]"
"['ColumnPad', 6, 'C', 'R10+']","['ColumnPad', 6, 'C', 'L10+']","[-38629.978, -30189.608]"
"['ColumnPad', 6, 'C', 'R11+']","['ColumnPad', 6, 'C', 'L11+']","[-43929.978, -30189.608]"
"['ColumnPad', 5, 'C', 'R00-']","['ColumnPad', 5, 'C', 'L00-']","[11720.022, -25599.673]"
"['ColumnPad', 5, 'C', 'R01-']","['ColumnPad', 5, 'C', 'L01-']","[6420.022, -25599.673]"
"['ColumnPad', 5, 'C', 'R02-']","['ColumnPad', 5, 'C', 'L02-']","[1120.022, -25599.673]"
"['ColumnPad', 5, 'C', 'R09+']","['ColumnPad', 5, 'C', 'L09+']","[-35979.978, -25599.673]"
"['ColumnPad', 5, 'C', 'R10+']","['ColumnPad', 5, 'C', 'L10+']","[-41279.978, -25599.673]"
"['ColumnPad', 5, 'C', 'R11+']","['ColumnPad', 5, 'C', 'L11+']","[-46579.978, -25599.673]"
"['ColumnPad', 4, 'C', 'R00-']","['ColumnPad', 4, 'C', 'L00-']","[9070.022, -21009.739]"
"['ColumnPad', 4, 'C', 'R01-']","['ColumnPad', 4, 'C', 'L01-']","[3770.022, -21009.739]"
"['ColumnPad', 4, 'C', 'R02-']","['ColumnPad', 4, 'C', 'L02-']","[-1529.978, -21009.739]"
"['ColumnPad', 4, 'C', 'R09+']","['ColumnPad', 4, 'C', 'L09+']","[-38629.978, -21009.739]"
"['ColumnPad', 4, 'C', 'R10+']","['ColumnPad', 4, 'C', 'L10+']","[-43929.978, -21009.739]"
"['ColumnPad', 4, 'C', 'R11+']","['ColumnPad', 4, 'C', 'L11+']","[-49229.978, -21009.739]"
"['ColumnPad', 3, 'C', 'R00-']","['ColumnPad', 3, 'C', 'L00-']","[6420.022, -16419.804]"
"['ColumnPad', 3, 'C', 'R01-']","['ColumnPad', 3, 'C', 'L01-']","[1120.022, -16419.804]"
"['ColumnPad', 3, 'C', 'R02-']","['ColumnPad', 3, 'C', 'L02-']","[-4179.978, -16419.804]"
